<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20251216,15:07:00,58.86,58.88,58.78,58.8,235310
20251216,15:08:00,58.79,58.8,58.71,58.77,150700
20251216,15:09:00,58.77,58.8,58.76,58.79,116200
20251216,15:10:00,58.78,58.79,58.72,58.75,178610
20251216,15:11:00,58.73,58.75,58.71,58.74,30950
20251216,15:12:00,58.73,59,58.69,59,718090
20251216,15:13:00,59.01,59.14,58.97,59.04,469550
20251216,15:14:00,59.05,59.07,59.03,59.04,92150
20251216,15:15:00,59.04,59.07,58.98,59.01,154140
20251216,15:16:00,59.01,59.15,59,59.13,331570
20251216,15:17:00,59.14,59.22,59.08,59.15,400890
20251216,15:18:00,59.15,59.2,59.12,59.2,230510
20251216,15:19:00,59.2,59.3,59.14,59.19,421860
20251216,15:20:00,59.19,59.2,59.12,59.15,173690
20251216,15:21:00,59.15,59.19,59.12,59.15,157230
20251216,15:22:00,59.15,59.16,59.12,59.13,152930
20251216,15:23:00,59.14,59.15,59.1,59.1,204010
20251216,15:24:00,59.12,59.19,59.11,59.15,120370
20251216,15:25:00,59.17,59.18,59.15,59.17,82160
20251216,15:26:00,59.17,59.19,59.15,59.15,107910
20251216,15:27:00,59.15,59.19,59.15,59.18,35360
20251216,15:28:00,59.18,59.19,59.12,59.12,363760
20251216,15:29:00,59.12,59.13,59.05,59.08,105600
20251216,15:30:00,59.09,59.1,59.04,59.04,115900
20251216,15:31:00,59.04,59.07,59.01,59.07,92230
20251216,15:32:00,59.06,59.18,59.05,59.12,187050
20251216,15:33:00,59.12,59.14,59.11,59.14,52300
20251216,15:34:00,59.13,59.15,59.13,59.15,39130
20251216,15:35:00,59.15,59.2,59.14,59.19,146470
20251216,15:36:00,59.17,59.21,59.15,59.19,97710
20251216,15:37:00,59.18,59.2,59.18,59.19,116530
20251216,15:38:00,59.19,59.24,59.17,59.23,127290
20251216,15:39:00,59.23,59.26,59.22,59.24,103160
20251216,15:40:00,59.24,59.3,59.22,59.29,221420
20251216,15:41:00,59.3,59.3,59.25,59.27,187580
20251216,15:42:00,59.27,59.39,59.27,59.37,237940
20251216,15:43:00,59.38,59.43,59.32,59.32,251410
20251216,15:44:00,59.32,59.35,59.28,59.31,157110
20251216,15:45:00,59.33,59.33,59.24,59.25,152050
20251216,15:46:00,59.27,59.3,59.23,59.27,130860
20251216,15:47:00,59.26,59.28,59.17,59.17,244080
20251216,15:48:00,59.16,59.18,59.13,59.14,102100
20251216,15:49:00,59.14,59.15,59.04,59.08,300540
20251216,15:50:00,59.08,59.08,59.03,59.06,136140
20251216,15:51:00,59.05,59.07,59.05,59.06,23650
20251216,15:52:00,59.07,59.13,59.07,59.12,242290
20251216,15:53:00,59.13,59.17,59.12,59.17,181240
20251216,15:54:00,59.16,59.2,59.14,59.15,58080
20251216,15:55:00,59.17,59.18,59.08,59.12,114530
20251216,15:56:00,59.12,59.12,59.07,59.1,59600
20251216,15:57:00,59.09,59.12,59.08,59.1,27230
20251216,15:58:00,59.12,59.14,59.1,59.11,27930
20251216,15:59:00,59.11,59.15,59.11,59.14,27900
20251216,16:00:00,59.13,59.18,59.13,59.17,59820
20251216,16:01:00,59.17,59.18,59.13,59.14,29360
20251216,16:02:00,59.13,59.13,59.03,59.03,156240
20251216,16:03:00,59.03,59.05,59.01,59.03,126960
20251216,16:04:00,59.03,59.03,58.99,59.01,167800
20251216,16:05:00,59.03,59.03,59,59.02,71880
20251216,16:06:00,59.03,59.05,59,59.02,94860
20251216,16:07:00,59.04,59.05,59.02,59.04,19370
20251216,16:08:00,59.04,59.05,58.99,59,87510
20251216,16:09:00,58.99,59,58.98,58.99,26230
20251216,16:10:00,58.99,59,58.98,59,102510
20251216,16:11:00,59,59,58.95,58.98,1184750
20251216,16:12:00,58.98,58.99,58.97,58.98,52750
20251216,16:13:00,58.99,58.99,58.95,58.98,199020
20251216,16:14:00,58.98,58.98,58.96,58.98,31500
20251216,16:15:00,58.98,59,58.97,59,98940
20251216,16:16:00,58.99,59.02,58.98,59,28080
20251216,16:17:00,59.01,59.04,58.98,58.99,84820
20251216,16:18:00,59,59.01,58.98,58.99,49970
20251216,16:19:00,58.99,59.03,58.99,59,21420
20251216,16:20:00,59,59.03,59,59.02,11600
20251216,16:21:00,59.01,59.04,59.01,59.02,18960
20251216,16:22:00,59.02,59.04,59.02,59.03,18630
20251216,16:23:00,59.04,59.06,59.04,59.05,70410
20251216,16:24:00,59.05,59.1,59.01,59.02,135070
20251216,16:25:00,59.03,59.05,59.02,59.03,16570
20251216,16:26:00,59.04,59.05,59.03,59.05,13070
20251216,16:27:00,59.03,59.05,59.03,59.05,9050
20251216,16:28:00,59.03,59.07,59.03,59.06,14890
20251216,16:29:00,59.06,59.08,59.02,59.05,43240
20251216,16:30:00,59.05,59.1,59.05,59.1,32840
20251216,16:31:00,59.1,59.13,59.1,59.13,51070
20251216,16:32:00,59.14,59.14,59.11,59.11,29040
20251216,16:33:00,59.12,59.13,59.12,59.12,26680
20251216,16:34:00,59.13,59.13,59.11,59.13,87290
20251216,16:35:00,59.13,59.13,59.11,59.12,20950
20251216,16:36:00,59.12,59.13,59.12,59.12,31590
20251216,16:37:00,59.12,59.13,59.1,59.1,89510
20251216,16:38:00,59.1,59.12,59.08,59.09,27600
20251216,16:39:00,59.08,59.1,59.07,59.09,49830
20251216,16:40:00,59.09,59.09,59.07,59.07,9030
20251216,16:41:00,59.07,59.09,59.06,59.08,22590
20251216,16:42:00,59.08,59.09,59.08,59.09,12070
20251216,16:43:00,59.08,59.11,59.08,59.1,56630
20251216,16:44:00,59.1,59.11,59.08,59.09,15900
20251216,16:45:00,59.09,59.1,59.02,59.07,101100
20251216,16:46:00,59.04,59.08,59.04,59.07,22320
20251216,16:47:00,59.07,59.07,59.05,59.06,17020
20251216,16:48:00,59.07,59.09,59.05,59.07,25610
20251216,16:49:00,59.05,59.08,59.04,59.08,87870
20251216,16:50:00,59.06,59.08,59.04,59.07,34100
20251216,16:51:00,59.05,59.07,59.05,59.07,7200
20251216,16:52:00,59.07,59.1,59.07,59.1,26960
20251216,16:53:00,59.1,59.1,59.09,59.1,18560
20251216,16:54:00,59.09,59.1,59.08,59.09,38880
20251216,16:55:00,59.09,59.1,59.04,59.04,59020
20251216,16:56:00,59.05,59.08,59.05,59.08,13410
20251216,16:57:00,59.06,59.09,59.06,59.09,46500
20251216,16:58:00,59.08,59.09,59.04,59.08,99960
20251216,16:59:00,59.07,59.08,59.02,59.08,43290
20251216,17:00:00,59.09,59.15,59.09,59.14,299980
20251216,17:01:00,59.14,59.16,59.1,59.13,41760
20251216,17:02:00,59.13,59.13,59.11,59.11,11000
20251216,17:03:00,59.11,59.14,59.11,59.14,12570
20251216,17:04:00,59.14,59.15,59.06,59.06,227050
20251216,17:05:00,59.08,59.13,59.08,59.1,13660
20251216,17:06:00,59.11,59.14,59.1,59.11,86760
20251216,17:07:00,59.13,59.14,59.09,59.1,37580
20251216,17:08:00,59.12,59.13,59.07,59.1,39030
20251216,17:09:00,59.1,59.1,59.08,59.09,13230
20251216,17:10:00,59.08,59.1,59.08,59.1,4300
20251216,17:11:00,59.1,59.13,59.1,59.11,47000
20251216,17:12:00,59.12,59.13,59.1,59.1,39070
20251216,17:13:00,59.09,59.12,59.09,59.12,28890
20251216,17:14:00,59.09,59.12,59.09,59.11,12520
20251216,17:15:00,59.12,59.13,59.1,59.11,18340
20251216,17:16:00,59.11,59.14,59.11,59.12,26120
20251216,17:17:00,59.12,59.15,59.11,59.12,12820
20251216,17:18:00,59.12,59.16,59.12,59.15,37270
20251216,17:19:00,59.16,59.18,59.15,59.15,15000
20251216,17:20:00,59.15,59.17,59.15,59.16,32170
20251216,17:21:00,59.16,59.17,59.16,59.16,17330
20251216,17:22:00,59.16,59.18,59.16,59.17,28730
20251216,17:23:00,59.18,59.18,59.17,59.18,16440
20251216,17:24:00,59.18,59.2,59.18,59.19,31450
20251216,17:25:00,59.18,59.24,59.18,59.24,170680
20251216,17:26:00,59.25,59.25,59.2,59.23,38010
20251216,17:27:00,59.23,59.25,59.22,59.23,31720
20251216,17:28:00,59.23,59.24,59.19,59.19,37190
20251216,17:29:00,59.18,59.2,59.15,59.17,75880
20251216,17:30:00,59.16,59.19,59.16,59.19,13690
20251216,17:31:00,59.19,59.2,59.16,59.19,27710
20251216,17:32:00,59.19,59.2,59.19,59.2,6090
20251216,17:33:00,59.2,59.2,59.16,59.17,57300
20251216,17:34:00,59.18,59.2,59.18,59.18,3640
20251216,17:35:00,59.18,59.19,59.17,59.19,14900
20251216,17:36:00,59.19,59.2,59.17,59.17,22100
20251216,17:37:00,59.19,59.3,59.19,59.21,264870
20251216,17:38:00,59.22,59.23,59.22,59.22,14360
20251216,17:39:00,59.22,59.3,59.22,59.26,23910
20251216,17:40:00,59.25,59.3,59.25,59.26,41850
20251216,17:41:00,59.27,59.28,59.26,59.26,15580
20251216,17:42:00,59.27,59.33,59.27,59.31,119550
20251216,17:43:00,59.3,59.32,59.3,59.3,39240
20251216,17:44:00,59.3,59.33,59.3,59.3,53430
20251216,17:45:00,59.3,59.32,59.29,59.31,56640
20251216,17:46:00,59.31,59.32,59.27,59.27,46220
20251216,17:47:00,59.28,59.29,59.26,59.28,31440
20251216,17:48:00,59.28,59.33,59.28,59.33,38000
20251216,17:49:00,59.32,59.42,59.32,59.34,252360
20251216,17:50:00,59.35,59.43,59.35,59.41,107530
20251216,17:51:00,59.4,59.41,59.35,59.37,71060
20251216,17:52:00,59.36,59.41,59.35,59.38,230430
20251216,17:53:00,59.38,59.39,59.38,59.38,48260
20251216,17:54:00,59.38,59.4,59.34,59.36,158830
20251216,17:55:00,59.35,59.4,59.35,59.35,40480
20251216,17:56:00,59.35,59.35,59.31,59.31,63520
20251216,17:57:00,59.32,59.32,59.25,59.26,76800
20251216,17:58:00,59.26,59.28,59.23,59.25,100480
20251216,17:59:00,59.24,59.26,59.21,59.23,91430
20251216,18:00:00,59.22,59.26,59.22,59.24,58930
20251216,18:01:00,59.25,59.33,59.24,59.3,191980
20251216,18:02:00,59.31,59.33,59.28,59.29,96830
20251216,18:03:00,59.3,59.3,59.23,59.24,34690
20251216,18:04:00,59.26,59.26,59.23,59.24,21850
20251216,18:05:00,59.23,59.24,59.21,59.21,26010
20251216,18:06:00,59.21,59.24,59.2,59.22,39530
20251216,18:07:00,59.21,59.28,59.21,59.28,84940
20251216,18:08:00,59.27,59.27,59.23,59.23,9020
20251216,18:09:00,59.24,59.26,59.24,59.24,13170
20251216,18:10:00,59.25,59.31,59.25,59.27,64520
20251216,18:11:00,59.27,59.32,59.25,59.28,91900
20251216,18:12:00,59.26,59.29,59.23,59.24,46600
20251216,18:13:00,59.23,59.24,59.22,59.22,11420
20251216,18:14:00,59.24,59.27,59.23,59.26,40330
20251216,18:15:00,59.25,59.25,59.22,59.24,7250
20251216,18:16:00,59.23,59.24,59.2,59.2,343330
20251216,18:17:00,59.2,59.21,59.11,59.14,176850
20251216,18:18:00,59.14,59.14,59.06,59.1,211050
20251216,18:19:00,59.1,59.14,59.07,59.08,97440
20251216,18:20:00,59.08,59.1,59.06,59.08,39390
20251216,18:21:00,59.08,59.12,59.06,59.12,100110
20251216,18:22:00,59.13,59.16,59.11,59.11,45680
20251216,18:23:00,59.12,59.19,59.11,59.16,36730
20251216,18:24:00,59.17,59.19,59.16,59.19,20340
20251216,18:25:00,59.2,59.2,59.16,59.18,79040
20251216,18:26:00,59.18,59.18,59.12,59.15,55780
20251216,18:27:00,59.15,59.16,59.14,59.16,24130
20251216,18:28:00,59.16,59.18,59.15,59.18,37090
20251216,18:29:00,59.17,59.19,59.17,59.18,22560
20251216,18:30:00,59.19,59.23,59.18,59.21,61240
20251216,18:31:00,59.21,59.22,59.21,59.21,22200
20251216,18:32:00,59.21,59.25,59.21,59.22,35610
20251216,18:33:00,59.24,59.25,59.23,59.25,68350
20251216,18:34:00,59.24,59.25,59.23,59.24,46410
20251216,18:35:00,59.23,59.24,59.21,59.22,26920
20251216,18:36:00,59.21,59.22,59.2,59.21,49490
20251216,18:37:00,59.21,59.23,59.21,59.22,5190
20251216,18:38:00,59.23,59.29,59.23,59.27,86910
20251216,18:39:00,59.27,59.27,59.26,59.26,22610
20251216,18:45:00,59.26,59.26,59.26,59.26,5620
20251216,18:46:00,59.26,59.26,59.26,59.26,14710
20251216,18:47:00,59.26,59.26,59.26,59.26,10
20251216,18:48:00,59.26,59.26,59.26,59.26,2090
20251216,18:49:00,59.26,59.26,59.26,59.26,10580
20251216,19:00:00,59.28,59.28,59.18,59.19,71390
20251216,19:01:00,59.21,59.21,59.18,59.21,5160
20251216,19:02:00,59.18,59.22,59.18,59.22,10810
20251216,19:03:00,59.22,59.22,59.17,59.21,11370
20251216,19:04:00,59.21,59.21,59.16,59.2,9340
20251216,19:05:00,59.2,59.22,59.17,59.19,12270
20251216,19:06:00,59.19,59.2,59.15,59.15,50600
20251216,19:07:00,59.17,59.18,59.11,59.11,61550
20251216,19:08:00,59.12,59.13,59.02,59.05,171020
20251216,19:09:00,59.05,59.13,59.05,59.12,38120
20251216,19:10:00,59.12,59.14,59.08,59.08,56370
20251216,19:11:00,59.09,59.09,59.05,59.06,37130
20251216,19:12:00,59.08,59.1,59.08,59.08,17100
20251216,19:13:00,59.08,59.09,59.08,59.08,5970
20251216,19:14:00,59.08,59.1,59.08,59.08,8310
20251216,19:15:00,59.09,59.09,59.06,59.06,49870
20251216,19:16:00,59.07,59.07,59.01,59.04,89050
20251216,19:17:00,59.04,59.07,59.02,59.07,181040
20251216,19:18:00,59.07,59.14,59.07,59.09,70670
20251216,19:19:00,59.09,59.09,59.07,59.09,3440
20251216,19:20:00,59.09,59.09,59.06,59.07,17880
20251216,19:21:00,59.08,59.09,59.06,59.08,6590
20251216,19:22:00,59.09,59.11,59.08,59.11,30170
20251216,19:23:00,59.11,59.19,59.08,59.12,153200
20251216,19:24:00,59.14,59.14,59.08,59.08,28480
20251216,19:25:00,59.08,59.1,59.08,59.1,7430
20251216,19:26:00,59.09,59.09,59.06,59.09,9410
20251216,19:27:00,59.09,59.1,59.08,59.1,10860
20251216,19:28:00,59.1,59.1,59.07,59.07,5980
20251216,19:29:00,59.07,59.1,59.07,59.1,16750
20251216,19:30:00,59.08,59.1,59.07,59.1,21490
20251216,19:31:00,59.08,59.1,59.07,59.09,11640
20251216,19:32:00,59.07,59.1,59.07,59.07,21050
20251216,19:33:00,59.1,59.1,59.09,59.1,27100
20251216,19:34:00,59.1,59.16,59.09,59.13,26510
20251216,19:35:00,59.12,59.14,59.11,59.12,7330
20251216,19:36:00,59.12,59.14,59.12,59.14,11300
20251216,19:37:00,59.14,59.15,59.09,59.12,24510
20251216,19:38:00,59.09,59.13,59.08,59.08,5580
20251216,19:39:00,59.08,59.09,59.06,59.08,14070
20251216,19:40:00,59.05,59.08,59.04,59.05,22870
20251216,19:41:00,59.05,59.05,58.97,58.98,249150
20251216,19:42:00,58.99,59.01,58.97,58.97,15460
20251216,19:43:00,58.99,59,58.97,58.98,5450
20251216,19:44:00,58.98,58.99,58.97,58.98,112640
20251216,19:45:00,58.97,58.98,58.9,58.92,395830
20251216,19:46:00,58.92,58.96,58.88,58.95,138550
20251216,19:47:00,58.94,58.95,58.94,58.95,21350
20251216,19:48:00,58.95,58.97,58.94,58.97,11220
20251216,19:49:00,58.97,58.98,58.96,58.96,77650
20251216,19:50:00,58.96,58.96,58.9,58.94,50500
20251216,19:51:00,58.93,58.95,58.91,58.91,38440
20251216,19:52:00,58.91,58.94,58.91,58.92,29750
20251216,19:53:00,58.92,58.94,58.91,58.94,27790
20251216,19:54:00,58.94,58.94,58.92,58.93,23070
20251216,19:55:00,58.92,58.93,58.9,58.92,29560
20251216,19:56:00,58.93,58.93,58.91,58.92,23330
20251216,19:57:00,58.91,58.92,58.9,58.92,10560
20251216,19:58:00,58.9,59.02,58.88,59.01,373460
20251216,19:59:00,59.02,59.04,59.01,59.04,55650
20251216,20:00:00,59.04,59.04,59.02,59.03,24470
20251216,20:01:00,59.02,59.02,58.95,58.97,218750
20251216,20:02:00,58.96,58.97,58.93,58.95,31160
20251216,20:03:00,58.95,58.97,58.95,58.97,4030
20251216,20:04:00,58.97,58.97,58.95,58.96,6100
20251216,20:05:00,58.96,58.97,58.94,58.94,11370
20251216,20:06:00,58.95,58.95,58.94,58.95,7760
20251216,20:07:00,58.94,58.97,58.93,58.97,19550
20251216,20:08:00,58.94,58.97,58.94,58.94,6990
20251216,20:09:00,58.96,58.96,58.94,58.94,1010
20251216,20:10:00,58.95,58.95,58.94,58.94,4230
20251216,20:11:00,58.93,58.94,58.92,58.94,3400
20251216,20:12:00,58.93,58.94,58.92,58.94,4110
20251216,20:13:00,58.95,58.98,58.95,58.98,8600
20251216,20:14:00,58.98,58.99,58.97,58.99,3980
20251216,20:15:00,58.99,58.99,58.98,58.99,950
20251216,20:16:00,58.99,59.01,58.96,59.01,27230
20251216,20:17:00,59.01,59.04,59,59.04,34990
20251216,20:18:00,59.04,59.05,59.03,59.03,69310
20251216,20:19:00,59.05,59.05,59.03,59.04,11120
20251216,20:20:00,59.04,59.05,59.04,59.04,61150
20251216,20:21:00,59.04,59.07,59.03,59.05,238310
20251216,20:22:00,59.03,59.06,59.03,59.06,8390
20251216,20:23:00,59.04,59.06,59.04,59.05,4190
20251216,20:24:00,59.06,59.09,59.05,59.09,54160
20251216,20:25:00,59.09,59.09,59.06,59.09,25590
20251216,20:26:00,59.09,59.09,59.07,59.07,1180
20251216,20:27:00,59.08,59.11,59.07,59.07,39620
20251216,20:28:00,59.09,59.1,59.08,59.09,480
20251216,20:29:00,59.09,59.1,59.07,59.1,3300
20251216,20:30:00,59.1,59.1,59.08,59.08,2700
20251216,20:31:00,59.09,59.09,59.07,59.08,12600
20251216,20:32:00,59.07,59.09,59.07,59.09,1700
20251216,20:33:00,59.1,59.1,59.07,59.1,13200
20251216,20:34:00,59.08,59.1,59.08,59.1,2760
20251216,20:35:00,59.09,59.11,59.08,59.09,4220
20251216,20:36:00,59.09,59.11,59.09,59.1,6910
20251216,20:37:00,59.1,59.14,59.1,59.14,72520
20251216,20:38:00,59.13,59.13,59.1,59.12,1190
20251216,20:39:00,59.11,59.13,59.11,59.13,10010
20251216,20:40:00,59.13,59.14,59.13,59.13,11830
20251216,20:41:00,59.13,59.13,59.1,59.1,6640
20251216,20:42:00,59.1,59.12,59.1,59.1,6060
20251216,20:43:00,59.13,59.13,59.1,59.12,1060
20251216,20:44:00,59.12,59.12,59.09,59.09,11750
20251216,20:45:00,59.1,59.13,59.1,59.13,3370
20251216,20:46:00,59.13,59.13,59.1,59.1,22710
20251216,20:47:00,59.12,59.13,59.1,59.13,6680
20251216,20:48:00,59.12,59.13,59.12,59.12,9380
20251216,20:49:00,59.12,59.12,59.1,59.1,4420
20251216,20:50:00,59.1,59.1,59.09,59.1,3290
20251216,20:51:00,59.09,59.1,59.08,59.08,3730
20251216,20:52:00,59.08,59.09,59.03,59.07,61910
20251216,20:53:00,59.07,59.11,59.07,59.09,8020
20251216,20:54:00,59.09,59.12,59.07,59.1,2940
20251216,20:55:00,59.1,59.11,59.08,59.11,7190
20251216,20:56:00,59.1,59.12,59.1,59.12,2710
20251216,20:57:00,59.12,59.13,59.1,59.13,13980
20251216,20:58:00,59.13,59.13,59.1,59.11,15310
20251216,20:59:00,59.11,59.11,59.09,59.1,2480
20251216,21:00:00,59.09,59.1,59.08,59.1,7170
20251216,21:01:00,59.07,59.09,59.07,59.09,7730
20251216,21:02:00,59.06,59.07,59.06,59.07,3650
20251216,21:03:00,59.07,59.09,59.06,59.08,6410
20251216,21:04:00,59.09,59.11,59.08,59.11,10290
20251216,21:05:00,59.09,59.12,59.09,59.12,7630
20251216,21:06:00,59.12,59.13,59.1,59.13,14460
20251216,21:07:00,59.13,59.14,59.12,59.14,5740
20251216,21:08:00,59.14,59.19,59.14,59.18,253960
20251216,21:09:00,59.18,59.18,59.13,59.13,11740
20251216,21:10:00,59.13,59.14,59.12,59.12,11340
20251216,21:11:00,59.14,59.16,59.12,59.14,11460
20251216,21:12:00,59.15,59.16,59.14,59.14,15090
20251216,21:13:00,59.14,59.17,59.13,59.14,19800
20251216,21:14:00,59.15,59.15,59.14,59.14,6140
20251216,21:15:00,59.15,59.16,59.14,59.15,9030
20251216,21:16:00,59.16,59.16,59.15,59.16,23540
20251216,21:17:00,59.15,59.16,59.12,59.12,31830
20251216,21:18:00,59.13,59.13,59.08,59.09,28020
20251216,21:19:00,59.08,59.08,59.03,59.05,90760
20251216,21:20:00,59.05,59.06,59.03,59.04,8780
20251216,21:21:00,59.04,59.08,59.04,59.05,10290
20251216,21:22:00,59.05,59.05,59.04,59.04,8890
20251216,21:23:00,59.04,59.05,59.03,59.05,20180
20251216,21:24:00,59.04,59.05,59,59,51470
20251216,21:25:00,59.01,59.01,59,59,9750
20251216,21:26:00,59.01,59.03,59,59.03,5030
20251216,21:27:00,59.03,59.05,59.02,59.03,32180
20251216,21:28:00,59.05,59.07,59.05,59.07,20500
20251216,21:29:00,59.07,59.09,59.05,59.09,10190
20251216,21:30:00,59.06,59.09,59.06,59.09,1460
20251216,21:31:00,59.09,59.09,59.06,59.06,1330
20251216,21:32:00,59.08,59.08,59.06,59.06,2050
20251216,21:33:00,59.07,59.08,59.07,59.07,4810
20251216,21:34:00,59.08,59.1,59.07,59.09,2780
20251216,21:35:00,59.09,59.09,59.07,59.08,10480
20251216,21:36:00,59.08,59.09,59.08,59.09,4220
20251216,21:37:00,59.08,59.1,59.07,59.1,8770
20251216,21:38:00,59.09,59.1,59.07,59.1,21220
20251216,21:39:00,59.08,59.1,59.07,59.08,3970
20251216,21:40:00,59.07,59.08,59.07,59.08,460
20251216,21:41:00,59.08,59.08,59.06,59.08,3220
20251216,21:42:00,59.08,59.08,59.05,59.08,13080
20251216,21:43:00,59.06,59.09,59.06,59.09,6680
20251216,21:44:00,59.09,59.1,59.07,59.07,11060
20251216,21:45:00,59.07,59.09,59.07,59.07,24420
20251216,21:46:00,59.06,59.08,59.06,59.08,10530
20251216,21:47:00,59.08,59.09,59.07,59.07,3690
20251216,21:48:00,59.07,59.11,59.06,59.1,25570
20251216,21:49:00,59.1,59.1,59.07,59.08,5240
20251216,21:50:00,59.07,59.08,59.05,59.06,91780
20251216,21:51:00,59.05,59.06,59.05,59.06,6790
20251216,21:52:00,59.06,59.06,59.05,59.06,13190
20251216,21:53:00,59.06,59.07,59.05,59.07,53960
20251216,21:54:00,59.07,59.1,59.07,59.09,25640
20251216,21:55:00,59.09,59.09,59.06,59.06,990
20251216,21:56:00,59.08,59.11,59.08,59.11,81980
20251216,21:57:00,59.11,59.11,59.1,59.1,21750
20251216,21:58:00,59.08,59.1,59.07,59.1,1340
20251216,21:59:00,59.1,59.12,59.09,59.12,5630
20251216,22:00:00,59.09,59.12,59.09,59.09,17100
20251216,22:01:00,59.09,59.11,59.09,59.11,400
20251216,22:02:00,59.1,59.13,59.09,59.13,32260
20251216,22:03:00,59.12,59.14,59.12,59.14,3280
20251216,22:04:00,59.13,59.13,59.12,59.12,10760
20251216,22:05:00,59.12,59.14,59.12,59.13,28770
20251216,22:06:00,59.14,59.14,59.12,59.14,1660
20251216,22:07:00,59.12,59.13,59.1,59.1,13230
20251216,22:08:00,59.11,59.12,59.08,59.12,5550
20251216,22:09:00,59.11,59.11,59.08,59.08,3220
20251216,22:10:00,59.1,59.1,59.06,59.08,16630
20251216,22:11:00,59.08,59.08,59.06,59.08,8210
20251216,22:12:00,59.07,59.08,59.05,59.07,14160
20251216,22:13:00,59.08,59.09,59.07,59.09,4170
20251216,22:14:00,59.07,59.07,59.05,59.07,20100
20251216,22:15:00,59.05,59.09,59.05,59.09,1440
20251216,22:16:00,59.09,59.11,59.09,59.11,1630
20251216,22:17:00,59.11,59.11,59.1,59.1,2530
20251216,22:18:00,59.11,59.11,59.07,59.1,9150
20251216,22:19:00,59.09,59.12,59.08,59.12,16260
20251216,22:20:00,59.11,59.11,59.07,59.07,10550
20251216,22:21:00,59.09,59.1,59.08,59.1,1610
20251216,22:22:00,59.1,59.1,59.08,59.1,3590
20251216,22:23:00,59.08,59.1,59.08,59.1,3330
20251216,22:24:00,59.1,59.1,59.09,59.1,680
20251216,22:25:00,59.1,59.1,59.08,59.1,1450
20251216,22:26:00,59.1,59.1,59.08,59.1,1190
20251216,22:27:00,59.09,59.11,59.09,59.11,18780
20251216,22:28:00,59.11,59.12,59.1,59.1,7470
20251216,22:29:00,59.1,59.12,59.1,59.12,1770
20251216,22:30:00,59.11,59.13,59.11,59.13,10070
20251216,22:31:00,59.11,59.13,59.11,59.13,460
20251216,22:32:00,59.13,59.13,59.11,59.13,6330
20251216,22:33:00,59.11,59.15,59.11,59.13,37110
20251216,22:34:00,59.13,59.14,59.1,59.14,6710
20251216,22:35:00,59.14,59.14,59.11,59.14,10470
20251216,22:36:00,59.14,59.14,59.11,59.12,250
20251216,22:37:00,59.12,59.12,59.09,59.12,16140
20251216,22:38:00,59.11,59.11,59.1,59.1,1220
20251216,22:39:00,59.11,59.11,59.1,59.1,3080
20251216,22:40:00,59.11,59.11,59.1,59.1,2600
20251216,22:41:00,59.11,59.11,59.1,59.11,19170
20251216,22:42:00,59.1,59.11,59.1,59.11,220
20251216,22:43:00,59.11,59.11,59.1,59.11,15570
20251216,22:44:00,59.11,59.11,59.1,59.11,2410
20251216,22:45:00,59.1,59.13,59.1,59.13,13170
20251216,22:46:00,59.13,59.15,59.13,59.15,12580
20251216,22:47:00,59.15,59.15,59.14,59.15,1460
20251216,22:48:00,59.15,59.16,59.14,59.16,8190
20251216,22:49:00,59.16,59.16,59.14,59.16,10860
20251216,22:50:00,59.16,59.16,59.14,59.15,5120
20251216,22:51:00,59.16,59.16,59.14,59.16,460
20251216,22:52:00,59.14,59.17,59.14,59.17,23720
20251216,22:53:00,59.15,59.16,59.15,59.15,620
20251216,22:54:00,59.16,59.16,59.14,59.14,5330
20251216,22:55:00,59.14,59.17,59.13,59.17,28300
20251216,22:56:00,59.15,59.17,59.15,59.17,650
20251216,22:57:00,59.17,59.19,59.17,59.18,21860
20251216,22:58:00,59.18,59.18,59.18,59.18,1570
20251216,22:59:00,59.17,59.18,59.17,59.17,3210
20251216,23:00:00,59.17,59.18,59.14,59.16,18650
20251216,23:01:00,59.16,59.17,59.14,59.16,5410
20251216,23:02:00,59.16,59.17,59.14,59.17,1860
20251216,23:03:00,59.14,59.17,59.14,59.17,50
20251216,23:04:00,59.16,59.17,59.15,59.17,2240
20251216,23:05:00,59.17,59.17,59.15,59.15,10180
20251216,23:06:00,59.17,59.19,59.16,59.19,27020
20251216,23:07:00,59.19,59.19,59.16,59.18,9630
20251216,23:08:00,59.18,59.19,59.18,59.19,3850
20251216,23:09:00,59.19,59.19,59.18,59.19,8270
